Amina Flow,Flotation Column 03 Air Flow,% Iron Concentrate,% Silica Concentrate
443.734,302.753,64.32,1.63
463.468,298.919,64.84,1.62
453.929,297.949,65,1.41
464.76,299.014,65.21,1.59
443.566,298.828,64.53,1.66
471.733,300.142,65.74,1.4
432.673,298.431,66.05,1.29
485.237,249.708,65.79,1.29
443.54,252.505,65.93,1.08
474.787,248.415,65.74,1.02
462.891,250.172,65.84,1.23
450.414,249.283,65.66,1.72
459.57,251.789,66.09,1.19
436.885,249.384,66.1,1
427.53,249.492,65.97,1.06
391.193,249.859,65.97,1.06
418.494,251.3,64.27,1.06
378.438,250.466,66.38,1
409.904,249.215,64.45,1.07
400.447,247.953,66.21,0.94
415.943,250.583,64.48,0.98
344.678,252.286,64.31,1.33
267.169,251.147,65.34,2.08
371.542,249.78,64.84,2.24
413.77,249.759,67.66,1.41
387.589,249.797,66.17,1.07
393.15,252.895,66.1,1.06
424.617,250.556,66.35,1.13
456.688,298.417,66.22,1.07
457.267,302.267,65.27,2
512.264,302.633,65.66,1.44
447.637,299,65.22,2.38
440.586,303.127,64.12,2.26
425.959,296.827,63.59,2.46
435.205,297.505,64.68,1.93
374.146,298.828,65.52,1.62
374.146,298.828,65.64,1.84
493.346,302.008,65.92,1.62
533.046,300.657,65.15,1.27
476.229,297.07,65.75,1.32
481.124,297.919,66.18,1.33
483.365,296.959,65.86,1.51
463.008,298.698,65.84,1.51
487.911,302.152,66.27,1.53
433.948,300.375,65.68,2.88
417.499,299.427,65.6620442,2.887119114
425.104,300.271,62.43,4.168559557
577.898,297.84,62.98,5.45
606.219,298.108,63.11,5.444158965
559.689,301.246,62.66,4.392772643
619.041,298.519,62.78,3.341386322
520.817,300.014,65.45,2.29
587.226,298.389,66.05,1.7
578.743,297.139,65.46,1.62
554.073,297.515,65.99,2.08
562.792,299.668,65,1.8
471.621,299.203,63.73,4.73
506.171,299.646,65.56,2.03
567.075,298.337,65.9,1.63
595.036,302.334,64.62,3.15
640.604,299.455,65.1,2.49
586.357,301.609,65.22,2.34
584.064,299.297,63.43,4.12
583.742,300.804,64.86,2.57
476.976,298.308,64.47,3.22
616.026,299.415,64.19,3.1
579.137,298.734,64.85,2.44
583.86,297.949,65.57,1.53
535.196,298.418,66.18,1.37
492.62,299.281,65.44,1.48
564.058,299.037,65.7,1.45
464.111,298.735,66.28,1.11
511.879,299.153,66,1.08
508.428,302.087,65.46,1.7
435.719,298.409,65.21,1.88
526.266,299.587,65.24,1.7
508.206,301.607,65.43,1.71
526.281,298.16,65.92,1.42
530.107,301.336,65.69,1.44
458.391,302.344,65.09,1.9
436.536,299.053,64.71,1.82
416.43,302.431,65.37,1.37
500.071,297.66,65.03,2.55
450.641,298.118,65.68,1.53
464.525,296.901,65.43,1.45
488.281,298.169,65.1,1.64
414.47,301.759,65.45,1.49
488.315,301.802,65.73,1.58
437.076,300.971,65.83,1.46
414.601,300.366,65.43,1.41
405.884,298.392,65.41,1.5
453.073,298.731,65.4,1.61
429.688,299.555,65.14,1.36
254.703931,297.593,65.46,1.45
421.032,301.292,65.82,1.21
370.985,247.881,65.88,1.33
412.42,252.435,65.49,2.49
469.572,248.219,65.94,1.24
566.727,249.488,65.37,1.3
478.996,252.877,64.81,2.13
514.114,249.547,64.64,2.46
504.387,251.868,66.28,0.99
558.698,250.658,65.85,1.34
545.825,251.548,65.89,1.28
451.9362,249.831,66.27,1.11
471.802,251.807,64.46,4.65
521.005,249.22,66.01,1.21
475.763,297.537,66.57,1.29
603.819,300.749,65.9,1.36
616.883,300.793,66.24,1.19
561.83,298.855,66.29,1.4
581.244,300.366,66.24,1.35
550.857,297.942,66.13,1.21
538.285,298.449,65.84,1.27
515.698,297.9,65.8,1.47
480.667,299.026,65.8,1.54
437.207,249.267,65.48,1.58
454.565,249.442,66.07,1.39
369.767,251.902,64.56,2.01
403.964,252.004,66.2,1.32
513.05,249.39,66.2,1.32
612.976,250.884,66.2,1.32
509.577,250.122,66.25,1.52
595.846,249.879,66.4,1.59
583.883,248.3,67.36,1.32
557.183,249.205,66.3,1.31
504.112,248.95,66.16,1.44
469.36,250.049,66.3,1.28
567.066,251.508,66.23,1.73
578.753,250.533,66.27,1.24
549.682,248.452,65.17,1.83
539.862,248.345,65.52,1.56
576.782,248.511,65.62,1.49
499.844,249.047,65.55,1.27
559.303,249.17,65.87,1.38
556.781,248.95,65.81,1.41
546.888,250.035,65.64,1.17
576.467,249.468,65.82,1.2
572.828,249.352,65.34,1.72
555.996,250.451,63.78,1.98
540.121,250.777,63.58,4.32
576.161,249.645,63.55,4.55
541.408,249.17,66.05,1.36
571.887,251.986,66.03,1.37
579.25,249.826,65.48,1.64
558.665,251.999,66.1,1.56
589.437,251.559,66.23,1.5
582.816,252.343,65.63,1.52
486.23,252.026,66.09,1.14
526.695,248.566,66.1,1.14
550.159,249.526,65.44,1.52
480.801,249.39,65.15,1.84
505.085,251.475,65.54,1.98
504.15,252.184,65.46,1.51
533.328,251.769,67.1,1.28
487.111,249.77,66.05,1.73
514.298,248.309,66.1,1.73
430.597,248.95,65.95,2.07
430.825,248.95,66.23,1.72
411.433,252.022,65.94,2.69
487.915,249.478,65.32,2.4
574.615,297.596,66.45,1.43
618.746,301.685,65.97,1.57
606.496,298.746,65.35,2.26
578.032,303.212,66.01,1.85
548.0051319,300.2018194,66.94,1.92
543.67,302.747,66.5,1.26
510.254,299.087,66.4,1.38
470.608,301.765,66.54,1.23
457.267,302.321,66.52,1.12
464.95,300.941,66.69,1.28
441.548,298.597,66.97,1.22
428.111,300.249,66.74,1.25
438.856,302.196,66.2,1.33
390.015,297.949,65.87,3.25
434.57,297.729,65.75,2.34
435.647,299.048,66,1.25
658.839,298.2,63.64,3.71
654.193,302.17,65.38,1.93
596.103,299.268,65.87,1.89
557.025,301.392,62.86,5.5
572.749,300.865,63.91,4.04
593.596,298.988,63.92055249,3.677458564
631.507,300.219,64.02,3.22
618.804,299.18,64.52,1.86
610.113,301.981,65.3,1.6
610.499,299.927,64.43,2.06
586.998,298.828,66,1.55
625.316,300.219,65.73,1.54
423.5869481,299.121,66.13,1.32
322.5984762,301.69,66.13,1.32
325.1949264,301.88,66.13,1.32
373.6755849,302.77,66.13,1.32
422.1562434,299.282,66.13,1.32
470.6369019,301.448,66.13,1.32
519.1175604,301.339,66.13,1.32
567.5982189,298.678,66.13,1.32
616.0788773,298.745,66.13,1.32
664.5595358,301.947,66.13,1.32
713.0401943,298.828,66.13,1.32
589.796,298.705,66.13,1.32
605.815,298.125,66.13,1.32
344.9732,297.499,64.57,3.03
622.458,298.494,64.57,3.03
567.692,298.157,65.27,2.92
596.372,302.145,64.85,3.25
569.294,303.007,64.85,3.25
573.214,299.085,66.57,1.51
610.626,298.828,66.01,1.46
564.473,299.689,65.76,2.41
599.758,302.167,66.28,1.27
563.551,300.429,66.21,1.23
551.526,298.934,66.33,1.21
556.869,302.841,66.32,1.26
493.855,299.201,66.23,1.28
461.539,300.591,65.46,1.91
454.546,303.003,65.47,2.15
407.788,297.796,64.75,2.55
418.193,302.619,65.45,2.24
399.78,301.988,65.77,2.11
496.713,297.818,65.77,2.11
485.629,298.023,64.76,2.89
300.054,302.15,65.41,2.24
447.017,302.783,65.34,2.31
488.704,301.761,65.89,1.23
577.43,297.387,65.45,2.14
567.82,301.223,66.31,1.24
534.587,301.884,66.01,1.34
492.86,298.06,65.24,2.3
452.672,300.652,66.11,1.49
405.553,302.382,64.77,2.08
346.65,298.989,65.24,2.09
376.927,299.109,65.27,1.93
419.056,301.688,65.96,1.66
412.139,302.344,65.22,1.78
445.008,296.68,64.96,2.11
401.137,302.38,66,1.68
484.543,300.631,63.98,3.47
463.828,300.835,64.45,2.87
421.047,301.272,64.36,2.85
502.512,249.074,63.27,3.27
586.139,248.974,64.15,3.22
593.743,249.346,65.75,2.02
612.668,249.126,65.21,2.16
531.015,252.463,65.15,2
601.729,249.554,64.57,2.14
504.656,251.769,65.5,1.98
516.614,249.021,64.88,2.19
479.064,249.874,65.24,2.83
487.657,249.39,65.8,1.44
420.047,250.804,65.94,1.59
516.986,251.968,64.64,3.87
478.743,248.965,65.78,2.13
517.548,249.725,65.27,1.92
613.176,248.924,65.8,1.33
471.462,250.576,66.2,1.29
584.566,251.89,66.16,1.24
511.285,248.955,65.67,1.78
528.019,251.864,66.55,1.2
473.067,250.815,66.46,1.31
444.336,250.264,65.47,1.69
453.328,250.649,65.19,1.69
480.846,252.041,65.47,1.65
384.393,250.109,65.87,1.5
416.162,249.275,65.45,1.54
406.433,249.936,65.62,1.86
391.662,248.426,65.67,1.64
574.018,248.95,65.48,1.75
547.723,248.865,66.53,1.62
515.821,250.547,66.63,1.52
508.483,248.95,65.95,1.6
507.069,251.568,66.58,1.25
499.23,250.15,66.52,1.15
465.776,249.253,66.32,1.09
458.663,250.141,66.29,1.58
351.372,249.502,66.29,1.58
442.413,248.983,65.45,1.5
604.237,249.66,64.57,2.83
458.748,250.318,65.99,2.16
489.925,250.269,66.59,1.33
489.982,250.037,66.44,1.49
475.256,252.364,64.74,3.12
466.355,252.348,65.79,2.92
453.789,251.653,65.5,2.77
456.68,252.893,64.9,3.32
452.022,251.803,64.71,3.72
480.503,248.691,64.76,3.78
629.35,249.239,66.53,1.56
541.615,249.003,66.22,1.68
311.87,248.977,66.22,1.68
247.3005,248.95,66.22,1.68
504.341,250.758,65.57,2.05
652.18,249.39,65.5,1.57
559.367,249.563,65.88,1.21
684.55,249.416,65.31,2.01
495.376,250.585,66.01,2.17
517.788,250.269,66.33,1.82
615.137,251.372,65.59,2.03
582.298,250.002,65.44,2.21
585.358,251.306,65.93,1.54
527.033,248.842,65.92,1.6
523.382,250.378,65.22,1.84
481.63,248.094,64.95,2.03
510.822,251.308,65.09,2.05
505.728,249.39,64.95,2.19
538.32,249.262,65.23,2.19
511.147,249.558,65.16,2.2
483.826,252.397,65.01,4.64
509.033,252.246,63.25,4.89
508.908,249.497,63.25126214,4.887156727
496.546,251.39,63.4784466,4.375367545
530.022,249.371,63.70563107,3.863578363
615.623,249.829,63.93281553,3.351789182
551.241,301.028,64.16,2.84
558.161,298.646,64.24,2.7
607.3,301.465,65,2.01
651.944,301.695,65.72,1.58
579.068,300.84,65.18,2.02
624.317,297.269,64.49,3.14
545.641,301.274,65.03,1.66
617.961,300.637,64.21,3.12
735.9765,299.302,65.21,1.87
631.353,298.408,64.21,2.03
672.515,301.774,64.42,2.15
529.896,299.505,65.65,1.44
518.029,297.962,64.98,2.16
602.911,296.978,65.76,1.7
610.827,299.571,65.68,1.72
609.603,299.268,65.86,1.86
529.98,300.554,65.47,1.79
334.951,299.563,66.06,1.53
257.178,300.897,65.67,1.48
479.237,300.607,65.44,1.42
461.526,299.401,66.59,0.97
460.111,298.768,66.12,1.13
388.278,299.362,64.82,3.71
439.328,299.184,65.6,1.99
332.6696667,301.918,65.03,1.68
614.012,297.949,65.12,2.07
545.044,301.685,65.95,1.04
556.327,299.299,65.76,1.84
500.413,301.934,66.43,1.02
533.295,301.465,65.78,1.16
475.393,299.35,65.09,2.09
544.012,304.257,65.43,1.37
447.012,300.243,63.99,2.07
527.755,302.442,63.93,2.1
462.012,298.36,64.92,2.09
650.998,298.828,64.92,2.19
526.227,303.396,65.29,1.85
537.692,300.169,65.71,1.44
464.84,298.229,65.13,3.15
465.698,301.775,65.01,2.63
385.363,299.288,64.86,2.61
458.297,299.515,65.45,2.55
627.019,301.907,65.94,1.31
594.256,299.778,66.32,1.26
525.468,300.641,65.88,1.12
599.228,300.64,65.33,2.83
537.826,299.499,65.92,1.37
278.0152381,301.593,65,1.74
449.08125,297.082,65.75,1.08
549.988,297.51,64.85,2.5
570.164,300.366,63.33,3.64
556.189,299.988,64.48,2.39
550.917,299.682,65.66,1.85
465.9282258,296.834,64.26,3.3
409.965,303.764,65.13,2.41
611.862,295.705,65.71,1.88
518.582,299.268,65.67,2.04
397.357,297.684,65.07,2.11
247.7776667,300.974,65.62,1.86
496.079,299.927,64.78,3.23
501.086,299.392,65.94,1.88
471.465,298.858,64.35,3.49
508.407,297.411,65.02,2.2
577.81,299.814,66,1.44
609.585,298.834,65.75,1.61
327.0433077,301.037,65.91,1.39
497.289,298.655,65.9,1.68
524.328,300.807,66.31,1.15
476.94,298.366,66,1.52
403.049,299.487,65.93,1.34
288.855,297.938,65.93,1.34
252.444,299.717,65.93,1.34
248.8517344,299.993,65.93,1.34
418.238,300.616,63.99,4.57
481.059,299.75,63.45,5.01
514.55,302.081,63.45518006,5.004736842
588.022,300.274,65.32,3.11
563.907,297.07,65.3,2.35
568.713,300.806,65.75,1.57
418.5787636,300.13,65.75,1.57
387.4866765,299.68,65.75,1.57
528.71,300.108,64.9,3.82
638.867,299.923,64.62,4.55
511.945,298.389,66.07,2.97
608.932,301.186,64.94,3.3
598.242,299.292,63.1,5.2
531.616,297.949,63.85,4.33
595.764,300.388,63.19,5.49
498.901,299.698,64.31,4.09
645.804,302.464,64.30955617,4.090915395
651.895,298.623,64.22966713,4.255686547
620.374,302.515,64.14977809,4.420457698
594.528,299.701,64.06988904,4.585228849
577.274,300.289,63.99,4.75
566.795,297.286,63.68,5.53
637.808,302.124,62.36,5.529796673
531.616,298.402,62.32,5.493197782
637.851,301.883,63.3,5.456598891
571.845,302.136,63.16,5.42
528.4,300.766,66.03,1.52
592.514,301.477,65.92,1.57
519.574,299.674,65.56,1.36
580.688,301.421,65.92,1.52
540.991,301.309,66.03,1.61
529.661,302.147,65.6,1.73
476.187,299.446,65.76,1.7
520.032,300.372,65.73,1.56
545.288,299.575,66.05,1.87
531.217,303.007,66.23,1.69
558.18,300.258,64.42,3
582.992,300.66,64.77,3.14
553.07,301.334,64.88,3.19
613.281,299.017,65.9,2.99
639.594,300.366,65.28,2.97
585.008,299.737,66.45,2.99
620.627,300.819,65.47,2.67
565.945,298.469,65.02,2.92
528.082,302.548,66.65,1.69
581.07,299.402,66.27,1.9
612.492,298.9,65.8,1.88
584.818,298.767,66.35,1.79
550.695,299.993,65.25,1.9
535.754,298.672,65.4,2.06
516.534,298.161,65.38839779,2.074696133
546.262,298.453,63.3,4.72
541.359,298.502,64.3,3.54
548.528,299.074,64.53,3.11
632.739,301.739,64.31,3.19
599.267,298.021,64.12,3.15
617.081,298.404,64.12,3.36
690.692,300.285,62.16,5.24
619.634,297.924,62.160221,5.236728281
367.684,303.662,62.2,4.647818854
568.801,302.744,62.21,4.058909427
550.1,301.465,64.01,3.47
570.6358582,299.364,64.41,3.67
469.4503358,298.9000758,64.87,2.78
368.2648134,298.3737275,65.71,2.24
286.255,301.727,65.29,2.18
435.65,299.88,65.29,2.18
450.468,301.983,65.35,1.23
524.575,302.039,65.44,2.08
365.861,301.59,65.44,2.08
244.807,300.538,65.44,2.08
254.5403775,299.927,65.44,2.08
368.879,301.937,65.44,2.08
470.371,301.669,65.44,2.08
479.704,299.214,65.44,2.08
547.057,301.408,65.44,2.08
419.346,298.644,65.44,2.08
528.183,302.669,65.44,2.08
539.72,301.265,65.44,2.08
659.79,299.625,65.44,2.08
591.745,299.487,65.44,2.08
498.378,299.186,65.44,2.08
498.34,297.082,65.44,2.08
633.218,299.39,65.44,2.08
671.387,301.749,65.44,2.08
650.635,298.608,65.44,2.08
582.618,299.65,65.44,2.08
629.585,299.489,65.44,2.08
413.208,299.026,65.44,2.08
682.097,298.903,65.44,2.08
475.001,302.124,65.44,2.08
462.557,302.049,65.44,2.08
367.8541667,298.85,65.44,2.08
566.728,301.851,65.44,2.08
384.073,298.146,65.44,2.08
549.346,301.392,65.44,2.08
486.857,301.831,65.44,2.08
505.306,299.927,65.44,2.08
594.323,299.584,65.44,2.08
537.901,301.717,65.44,2.08
436.33,301.904,65.44,2.08
297.7165072,298.828,65.44,2.08
323.4208714,297.523,65.44,2.08
349.1252356,302.783,65.44,2.08
374.8295997,302.783,65.44,2.08
400.5339639,302.783,65.44,2.08
426.238328,302.783,65.44,2.08
451.9426922,302.783,65.44,2.08
477.6470564,302.783,65.44,2.08
503.3514205,302.783,65.44,2.08
529.0557847,295.512,65.44,2.08
554.7601488,301.451,65.44,2.08
580.464513,299.152,65.44,2.08
271.3880798,301.148,65.44,2.08
351.021,301.639,65.44,2.08
695.56,299.051,65.44,2.08
661.327,300.366,65.44,2.08
666.236,298.731,65.44,2.08
579.013,302.783,65.44,2.08
418.883,301.447,65.44,2.08
496.934,300.409,65.44,2.08
570.679,298.828,65.44,2.08
540.015,299.413,65.44,2.08
469.581,299.171,65.44,2.08
585.273,302.274,65.44,2.08
517.269,298.569,65.44,2.08
480.182,300.501,65.44,2.08
512.59,299.755,65.44,2.08
480.36,302.784,65.44,2.08
348.5252034,301.08,65.44,2.08
272.0671818,301.384,65.44,2.08
415.822,298.882,65.44,2.08
402.014,298.906,65.44,2.08
365.567,298.169,65.44,2.08
397.833,302.472,65.44,2.08
448.647,302.193,65.44,2.08
545.804,301.271,65.44,2.08
569.133,299.354,65.44,2.08
473.457,300.146,65.44,1.59
471.1,300.161,65.69,1.65
584.235,297.907,65.71,1.88
362.344,299.334,63.76,2.41
360.69,301.688,64.59,1.95
454.146,298.405,64.8,2.05
335.665,298.189,63.66,3.68
320.474,300.001,62.89,3.84
314.95,296.629,62.2,4
519.604,301.398,62.41,4.33
533.093,302.344,62.34,5.13
600.65,300.874,62.2,4.96
546.786,302.361,62.58,4.63
451.688,299.637,62.57972376,5.42
578.054,297.99,62.53,5.42
518.804,297.485,62.53014787,5.419098474
642.029,299.804,62.55676525,5.256823856
643.303,302.782,62.58338263,5.094549237
654.841,298.211,62.61,4.932274619
564.834,298.952,63.43,4.77
653.143,301.923,64.24,4.4
499.829,297.949,64.23,4.32
532.506,298.009,63.23,5.35
543.909,300.677,63.31,4.19
530.396,301.813,65.39,2.05
496.303,300.179,66.9,1.75
545.196,299.228,65.58,1.39
477.952,301.436,66.02,1.25
525.993,301.272,65.28,1.95
439.042,299.927,65.08,2
465.351,298.867,65.8,2.01
709.066,299.59,65.09,2.17
606.372,301.427,64.38,3.44
585.638,298.36,62.88,3.64
516.721,302.136,62.88115118,3.640055479
559.444,300.478,63.08836338,3.650041609
632.056,302.467,63.29557559,3.660027739
532.245,300.366,63.5027878,3.67001387
532.607,300.464,63.71,3.68
539.401,300.092,62.77,5.39
555.4,298.625,62.36,3.03
547.794,302.124,65.08,3.13
617.676,299.621,64.31,3.07
618.892,298.484,65.08,2.65
616.402,301.79,65.34,2.1
554.584,301.89,64.21,3.88
603.375,299.237,64.45,3.64
595.003,297.224,65.55,2.15
610.317,300.45,65.62,2
531.762,299.206,65.46,1.69
535.543,302.766,64.73,2.41
606.949,298.436,64.66,2.54
585.38,303.183,64.94,2.41
467.237,299.991,64.56,2.53
645.453,299.251,64.96,2.36
607.153,299.337,64.21,2.52
563.055,299.843,62.68,4.52
562.179,300.237,62.13,4.518310249
575.621,301.814,63.12,4.214155125
556.604,302.189,62.8,3.91
556.964,298.248,63.84,3.05
522.319,302.213,64.54,2.44
540.743,300.618,62.95,3.38
533.028,299.149,64.55,2.47
303.6041936,301.016,63.84,2.54
504.674,299.268,64.48,2.32
446.19,299.988,64.23,2.63
456.995,302.653,64.7,1.97
546.051,298.118,64.8,2.24
526.389,301.257,65.19,1.73
552.093,302.136,64.71,2.37
517.191,298.482,65.11,1.79
472.875,300.472,65.36,1.8
321.679,299.05,65.49,1.09
393.788,300.609,65.73,1.17
566.045,302.193,65.7,1.04
537.303,299.268,65.05,1.55
506.6,302.299,66.14,0.86
441.711,298.982,64.13,1.88
366.329,299.41,64.26,1.59
372.206,300.002,66.04,1.16
372.817,300.906,65.13,1.19
380.848,302.813,65.12,0.66
368.159037,298.327,65.12,0.66
432.877,297.009,65.12,0.66
538.371,300.337,65.2,0.96
524.902,299.612,64.89,1.08
449.413,301.358,64.64,1.2
387.886,298.886,64.01,1.42
467.115,299.876,65.17,1.13
461.772,298.948,64.22,1.58
376.587,300.126,64.9,1.82
436.095,299.974,64.56,1.25
424.286,298.462,64.72,1.92
284.475,302.177,64.76,1.7
394.792,299.028,64.88,2.27
644.127,299.219,64.77,2.42
645.758,296.474,63.83,2.83
660.118,302.361,63.58,4.04
633.373,299.697,63.33,4.66
581.064,299.241,62.19,4.57
588.353,302.124,63.32,4.7
636.667,300.806,65.92,1.92
591.886,299.795,65.82,1.54
610.698,298.389,66.48,1.07
575.98,300.226,66.51,1.34
510.08,299.927,67.22,1.18
374.204,302.002,67.18,1.06
306.26475,299.603,64.86,0.91
424.014,299.367,65.69,1.02
369.8952791,298.073,65.97,1.02
307.633,302.067,66.32,0.91
297.196,299.232,65.21,1.27
374.756,300.417,65.07,1.26
302.964,302.263,65.13,1.34
339.178,302.262,65.16,1.32
452.271,301.245,65.21,1.21
402.276,302.152,65.03,1.71
383.455,299.392,63.97,3.12
288.301,302.157,64.71,2.17
463.814,300.061,64.59,2.97
591.168,301.126,63.47,3.36
555.781,300.741,63.9,2.54
611.976,298.176,64.33,1.97
550.445,298.243,64.32865465,1.977423823
559.914,302.561,64.08649099,3.313711911
552.199,301.734,63.84432732,4.65
460.5456087,297.95,63.60216366,4.638176796
477.705,300.829,63.36,2.51
560.558,298.922,64.63,1.86
531.492,298.147,64.23,2.32
553.507,299.517,65.04,2.21
449.407,301.93,64.68,2.16
538.33,299.707,64.95,2.6
460.357,300.312,65.09,2.41
499.913,299.313,65.04,2.43
404.207,300.14,65.76,1.59
501.616,301.971,65.54,1.54
474.434,298.915,65.23,1.49
387.034,301.281,65.17,1.56
337.812,298.835,65.5,1.39
391.909,298.783,65.34,1.56
457.8,301.215,64.54,2.58
507.165,297.51,64.54,2.58
437.158,302.503,64.54,2.58
415.764,300.723,64.24,3.16
565.973,299.177,64.01,2.47
552.489,302.279,64.00790569,3.04
530.92,299.484,63.63092927,3.1
394.296,298.745,63.25395284,5.52
566.65,301.757,62.87697642,5.506022099
650.635,297.29,62.5,2.99
548.27,299.35,62.76,4.14
470.275,302.754,63.4,3.8
413.4,301.366,64.12,2.62
408.182,298.175,66.11,3.03
574.235,300.275,65.28,2.18
529.863,299.415,65.48,1.72
499.526,299.923,65.59,1.66
333.073,299.453,65.78,1.41
508.415,299.67,65.87,1.47
526.906,301.622,65.7,1.57
448.352,302.514,65.67,1.56
498.294,298.274,65.93,1.33
471.834,299.048,64.88,2.87
321.682,302.286,64.86,1.71
347.624,298.162,66.07,1.22
478.524,299.128,64.87,2.29
495.002,297.294,65.75,1.27
449.788,299.744,65.38,1.44
492.467,299.456,65.52,1.22
443.846,302.145,64.67,2
325.25,301.958,66.21,2.05
480.531,301.245,64.75,1.82
474.32,301.972,65.22,1.66
403.423,299.308,66.02,1.68
397.938,297.778,65.27,1.87
575.665,299.921,65.4,1.84
554.236,297.761,65.76,1.9
589.224,299.41,65.39,2.02
464.922,299.633,67.27,1.15
478.188,299.929,66.24,1.3
424.686,302.118,66.63,1.01
500.119,298.928,66.33,1.35
484.163,298.334,66.05,1.29
371.913,298.627,65.55,1.97
458.151,301.565,65.82,1.07
482.394,301.685,66.08,1.36
460.443,300.806,66.33,1.14
403.683,301.59,67.67,1.03
399.188,300.971,65.84,1.02
308.4,297.095,65.71,1.18
374.329,298.389,64.58,1.25
375.023,300.914,64.55,1.2
297.782,302.068,65.25,1.33
256.113,297.729,63.8,1.29
461.1,301.889,65.11,1.51
520.403,302.016,64.87,1.25
346.452,300.101,65.28,1.42
482.285,300.518,64.78,2.29
525.573,296.964,65.13,1.92
458.416,301.286,65.75,1.31
520.915,303.662,66.09,1.25
478.516,298.389,65.61,0.74
445.584,296.992,66.57,0.6
417.701,299.656,66.78,0.75
302.3315,298.072,65.68,1.15
347.096,301.794,67.19,1.45
418.008,301.59,66.21,1.59
468.542,298.903,65.64,1.44
462.646,299.941,66.34,1.17
396.127,300.142,66.03,1.16
307.765,301.851,67.05,1.3
326.487,299.976,64.9,1.88
368.517,298.389,66.25,1.69
399.471,301.288,63.73,2.82
283.017,298.389,64.49,2.44
495.805,298.342,63.21,2.95
734.8426,301.383,64.04,2.95
503.959,297.968,64.2,2.85
548.706,298.266,64,2.59
560.352,301.348,65.02,2.47
562.147,298.573,64.35,2.49
562.156,299.086,64.46,2.64
511.041,297.9,64.72,2.72
570.751,298.389,65.28,2.65
419.422,298.71,65.09,1.79
540.681,299.487,65.57,1.69
557.861,297.402,65.99,1.94
513.572,299.704,65.12,1.7
510.864,302.783,66.19,2.04
482.72,299.49,65.74,1.41
477.769,301.727,65.77,1.61
469.711,298.909,66.24,1.28
432.138,297.171,66.36,1.21
410.503,298.372,66.38,1.25
379.028,301.685,66.15,1.08
377.055,300.675,65.34,1.11
387.164,303.01,66.91,1.07
384.315,298.18,65.23,1.07
449.229,301.556,65.71,1.15
372.1,299.577,64.38,1.52
410.081,302.68,63.79,2.38
398.635,302.783,65.42,1.54
332.147,303.015,65.67,1.35
481.28,301.31,65.3,1.48
480.469,300.874,65.3,1.42
348.581,298.32,65.51,1.57
355.556,299.056,64.67,1.86
382.374,298.895,65.01,2.61
392.456,298.616,64.98,2.64
450.602,299.858,65.14,2.28
437.096,299.397,65.21,2.21
483.737,299.072,65.21,2.21
495.615,298.385,65.21,2.21
476.593,297.953,65.21,2.21
426.019,302.124,65.21,2.21
328.318,301.691,65.21,2.21
321.689,297.865,65.21,2.21
341.176,301.448,65.21,2.21
388.14,301.954,65.21,2.21
373.382,301.376,65.21,2.21
392.345,302.012,65.21,2.21
626.471,299.799,65.21,2.21
561.794,300.683,64.87,1.71
516.624,299.879,65.27,1.42
583.916,300.49,65.5,1.47
577.453,302.208,64.75,1.66
552.143,302.629,65.28,1.59
322.291,299.249,64.79,1.68
442.056,300.206,65.17,1.8
524.097,300.219,65.75,2.56
401.36,301.814,64.83,1.96
335.081,298.389,64.45,1.72
428.288,300.1,63.91,2.47
384.377,299.121,64.14,2.28
409.618,301.747,64.48,2.74
573.558,302.219,64.22,1.46
471.837,299.653,64.04,1.41
514.663,299.594,64.2,3.74
493.89,298.602,65.39,1.33
487.238,297.343,65.11,2.06
622.972,298.828,64.63,2.19
552.978,299.729,64.18,3.37
552.583,299.448,65.4,1.55
504.556,299.106,64.98,1.57
428.921,297.431,65.27,1.49
439.591,298.828,65.27,1.35
437.651,302.124,65.88,1.16
572.258,300.533,65.13,1.24
378.04,302.648,65.35,1.17
384.193,300.28,66.26,1.49
496.499,298.389,65.02,1.37
424.155,298.693,65.79,1.14
476.647,298.27,65.17,1.72
578.063,297.659,65.87,1.35
599.656,298.848,65.44,1.68
551.029,297.743,64.64,2.06
492.003,298.298,64.61,1.51
443.047,297.512,65.11,1.9
399.534,302.675,64.74,2.1
363.995,301.305,65.35,1.13
327.146,297.949,65.55,1.26
328.3,298.828,65.26,1.19
322.346,301.245,65.26,1.19
270.2070358,299.685,65.26,1.19
277.6051896,298.515,65.26,1.19
285.0033434,301.96,65.26,1.19
292.4014972,299.527,65.26,1.19
299.7996509,302.029,65.26,1.19
307.1978047,189.687969,65.26,1.19
314.5959585,209.7491694,65.26,1.19
321.9941122,229.8103698,65.26,1.19
329.392266,249.8715702,65.26,1.19
336.7904198,269.9327706,65.26,1.19
344.1885736,289.993971,65.26,1.19
351.5867273,300.08,65.26,1.19
358.9848811,298.581,65.26,1.19
366.3830349,298.538,65.26,1.19
373.7811887,298.724,65.26,1.19
381.1793424,298.04,65.26,1.19
388.5774962,297.805,65.26,1.19
395.97565,297.729,65.26,1.19
403.3738038,301.465,65.26,1.19
410.7719575,301.465,65.26,1.19
425.5682651,302.494,65.26,1.19
432.9664188,299.882,65.26,1.19
339.9633231,298.531,65.26,1.19
254.146,297.911,65.26,1.19
344.316,302.935,65.26,1.19
572.038,298.735,62.29,5.27
552.077,299.808,64.53,2.47
544.926,298.608,64.81,1.82
